V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
45,admin.,married,secondary,no,205.0,no,no,cellular,3,feb,373.0,1,92.0,1.0,success,2
33,entrepreneur,married,secondary,no,135.0,yes,no,cellular,17,apr,114.0,1,345.0,2.0,failure,1
32,management,married,tertiary,no,943.0,yes,no,cellular,30,jan,402.0,2,2.0,2.0,other,1
46,blue-collar,married,secondary,no,6879.0,no,no,cellular,20,jul,296.0,1,281.0,2.0,failure,1
56,retired,married,primary,no,9367.0,no,no,telephone,13,nov,271.0,2,92.0,4.0,success,2
35,admin.,divorced,secondary,no,1085.0,no,no,cellular,5,jun,199.0,1,86.0,7.0,success,2
31,services,married,secondary,no,490.0,yes,no,cellular,21,nov,394.0,5,179.0,2.0,other,1
45,services,married,primary,no,-79.0,yes,no,cellular,20,apr,59.0,4,348.0,2.0,failure,1
26,housemaid,married,secondary,no,13.0,yes,no,cellular,7,may,132.0,2,293.0,1.0,other,1
48,admin.,divorced,secondary,no,-407.0,yes,no,cellular,14,may,210.0,2,352.0,1.0,failure,1
50,technician,married,tertiary,no,3117.0,no,no,cellular,20,nov,44.0,2,164.0,1.0,failure,1
56,technician,married,secondary,no,778.0,no,no,cellular,2,feb,315.0,2,208.0,1.0,failure,1
31,services,single,secondary,no,125.0,no,no,cellular,4,may,200.0,1,91.0,1.0,failure,1
26,management,single,tertiary,no,4683.0,yes,no,cellular,4,may,334.0,2,180.0,1.0,failure,1
41,blue-collar,married,primary,no,336.0,yes,no,cellular,5,feb,192.0,2,8.0,1.0,other,1
34,self-employed,married,tertiary,no,263.0,no,no,cellular,4,may,203.0,1,78.0,8.0,other,1
33,technician,single,tertiary,no,317.0,yes,no,cellular,4,jun,323.0,1,80.0,14.0,other,2
40,services,married,unknown,no,-516.0,yes,no,cellular,8,may,272.0,1,364.0,2.0,failure,1
33,entrepreneur,married,unknown,no,73.0,yes,no,cellular,11,aug,156.0,1,263.0,2.0,failure,1
31,services,married,secondary,no,1801.0,yes,no,telephone,6,feb,136.0,1,274.0,2.0,failure,1
57,retired,married,secondary,no,485.0,no,no,cellular,2,feb,79.0,2,187.0,2.0,failure,1
43,blue-collar,single,primary,no,181.0,yes,no,cellular,7,may,174.0,1,343.0,2.0,failure,1
36,blue-collar,married,secondary,no,98.0,yes,no,cellular,12,may,415.0,1,344.0,1.0,failure,1
40,admin.,divorced,secondary,no,952.0,yes,no,cellular,15,may,126.0,2,333.0,1.0,failure,1
34,technician,single,secondary,no,440.0,yes,no,cellular,6,may,445.0,2,345.0,2.0,failure,1
44,blue-collar,married,primary,no,887.0,yes,no,cellular,12,may,165.0,2,363.0,1.0,failure,1
56,management,single,unknown,no,111.0,no,no,cellular,19,oct,79.0,1,186.0,1.0,failure,1
29,services,single,secondary,no,0.0,no,no,unknown,1,jul,12.0,1,514.0,3.0,failure,1
32,blue-collar,married,secondary,no,889.0,yes,no,cellular,3,jun,1076.0,2,85.0,3.0,other,2
42,blue-collar,married,secondary,no,4900.0,yes,no,telephone,11,may,231.0,1,284.0,2.0,failure,1
37,services,single,secondary,no,393.0,yes,no,cellular,8,may,348.0,4,350.0,2.0,other,1
76,self-employed,married,unknown,no,4984.0,no,no,telephone,15,jun,126.0,3,48.0,2.0,success,1
41,unemployed,single,tertiary,no,79.0,no,no,telephone,9,nov,394.0,1,390.0,2.0,success,2
50,entrepreneur,divorced,tertiary,no,315.0,no,no,cellular,12,jul,101.0,2,185.0,2.0,failure,1
36,management,married,tertiary,no,203.0,no,no,cellular,25,jan,255.0,1,88.0,1.0,success,2
41,management,married,tertiary,no,8902.0,yes,no,cellular,20,apr,16.0,3,249.0,5.0,failure,1
33,student,single,secondary,no,1883.0,yes,no,cellular,3,feb,121.0,5,256.0,1.0,failure,1
30,technician,married,primary,no,95.0,yes,no,cellular,15,may,220.0,2,298.0,1.0,failure,1
32,management,single,tertiary,no,935.0,no,no,cellular,9,nov,165.0,1,91.0,7.0,success,2
37,unemployed,married,tertiary,no,7620.0,no,no,telephone,31,aug,164.0,3,98.0,3.0,failure,1
35,management,married,tertiary,no,1041.0,no,no,cellular,18,nov,586.0,1,120.0,3.0,other,1
43,blue-collar,married,secondary,no,902.0,yes,no,cellular,7,apr,91.0,1,328.0,1.0,failure,1
30,management,single,tertiary,no,533.0,no,no,cellular,11,aug,229.0,2,99.0,4.0,success,2
31,management,single,tertiary,no,12569.0,no,no,cellular,9,sep,344.0,1,295.0,1.0,failure,2
34,management,single,tertiary,no,8038.0,yes,no,cellular,20,apr,29.0,3,152.0,1.0,failure,1
33,management,single,tertiary,no,7419.0,yes,no,cellular,15,may,21.0,8,331.0,29.0,failure,1
42,unemployed,married,secondary,no,8131.0,yes,no,cellular,21,nov,173.0,4,175.0,1.0,failure,1
25,admin.,married,secondary,no,541.0,yes,no,cellular,15,may,607.0,1,344.0,4.0,failure,1
33,technician,single,secondary,no,151.0,yes,no,cellular,20,apr,104.0,3,236.0,6.0,failure,1
40,admin.,married,secondary,no,732.0,no,no,cellular,9,sep,71.0,1,139.0,4.0,success,1
53,management,married,secondary,no,218.0,yes,no,cellular,12,may,27.0,6,344.0,12.0,failure,1
29,services,single,secondary,no,102.0,no,no,cellular,11,jan,111.0,1,210.0,4.0,failure,1
33,management,single,tertiary,no,935.0,no,no,cellular,9,feb,385.0,2,92.0,8.0,success,2
47,management,married,tertiary,no,999.0,no,no,cellular,16,nov,111.0,1,94.0,1.0,other,1
28,blue-collar,single,tertiary,no,1372.0,no,no,cellular,15,may,48.0,4,298.0,1.0,failure,1
39,self-employed,single,tertiary,no,917.0,yes,no,cellular,5,feb,161.0,2,258.0,1.0,failure,1
28,admin.,married,secondary,no,568.0,yes,no,cellular,4,feb,11.0,6,252.0,4.0,other,1
33,admin.,single,secondary,no,285.0,yes,no,cellular,1,apr,427.0,1,329.0,1.0,other,1
31,management,married,tertiary,no,877.0,no,no,cellular,9,sep,209.0,1,92.0,8.0,success,2
84,retired,divorced,primary,no,2619.0,no,no,telephone,8,feb,145.0,2,115.0,2.0,failure,1
37,management,married,tertiary,no,596.0,yes,no,cellular,13,may,281.0,1,345.0,2.0,failure,1
54,blue-collar,married,primary,no,0.0,yes,no,cellular,12,may,77.0,4,341.0,2.0,failure,1
41,management,married,secondary,no,41.0,yes,no,cellular,8,may,177.0,2,364.0,6.0,other,1
41,technician,single,tertiary,no,-89.0,yes,no,cellular,3,feb,195.0,4,251.0,4.0,failure,1
34,management,single,tertiary,no,171.0,yes,no,cellular,7,may,191.0,1,294.0,1.0,failure,1
40,management,married,secondary,no,9047.0,yes,no,cellular,21,nov,527.0,1,95.0,2.0,other,1
31,management,single,tertiary,no,5691.0,yes,no,cellular,21,nov,37.0,2,123.0,1.0,failure,1
31,student,single,secondary,no,735.0,no,no,cellular,7,apr,88.0,3,322.0,1.0,other,1
31,technician,single,tertiary,no,699.0,yes,no,cellular,15,may,282.0,4,277.0,4.0,failure,1
37,blue-collar,single,secondary,no,2390.0,yes,no,cellular,20,apr,20.0,2,335.0,12.0,failure,1
31,management,married,tertiary,no,4328.0,no,no,cellular,12,oct,203.0,4,165.0,14.0,success,2
32,admin.,divorced,tertiary,no,-2.0,yes,no,cellular,6,may,103.0,3,168.0,1.0,failure,1
34,admin.,married,tertiary,no,79.0,yes,no,cellular,5,aug,203.0,1,92.0,5.0,success,2
38,management,divorced,tertiary,no,554.0,no,no,cellular,21,nov,45.0,1,101.0,4.0,failure,1
33,blue-collar,single,secondary,no,498.0,no,no,cellular,12,aug,338.0,2,104.0,1.0,success,2
27,blue-collar,divorced,secondary,no,0.0,yes,no,telephone,13,may,363.0,1,359.0,3.0,failure,1
60,admin.,married,secondary,no,3735.0,no,no,cellular,22,dec,190.0,1,188.0,9.0,success,2
32,technician,married,secondary,no,473.0,no,yes,cellular,10,aug,1064.0,1,95.0,3.0,success,2
35,management,single,tertiary,no,714.0,yes,no,cellular,7,apr,263.0,2,224.0,22.0,failure,1
36,admin.,single,secondary,no,507.0,yes,no,cellular,18,may,264.0,1,300.0,2.0,success,1
31,management,single,tertiary,no,2085.0,yes,no,cellular,21,nov,639.0,2,93.0,4.0,failure,1
43,blue-collar,married,secondary,no,130.0,yes,no,cellular,9,feb,146.0,3,256.0,1.0,failure,1
46,blue-collar,married,primary,no,147.0,yes,no,cellular,6,may,116.0,2,169.0,3.0,failure,1
55,management,married,primary,no,1691.0,yes,no,cellular,13,may,358.0,2,174.0,1.0,failure,1
46,management,married,tertiary,no,0.0,yes,no,cellular,17,dec,155.0,1,199.0,2.0,failure,1
31,blue-collar,married,secondary,no,8.0,yes,no,cellular,8,may,98.0,2,170.0,1.0,failure,1
47,blue-collar,married,primary,no,2269.0,yes,no,cellular,18,may,132.0,1,279.0,2.0,failure,1
70,retired,married,secondary,no,2815.0,no,no,cellular,26,apr,125.0,2,182.0,1.0,failure,1
33,self-employed,single,tertiary,no,658.0,yes,no,cellular,12,oct,146.0,2,183.0,3.0,failure,1
41,blue-collar,married,primary,no,1461.0,yes,no,cellular,18,nov,290.0,1,165.0,2.0,success,1
41,self-employed,married,tertiary,no,355.0,yes,no,cellular,11,may,573.0,1,28.0,4.0,other,1
49,management,married,tertiary,no,1093.0,yes,yes,cellular,15,sep,316.0,1,246.0,4.0,success,2
28,technician,single,tertiary,no,-214.0,yes,no,cellular,29,jan,228.0,2,262.0,3.0,failure,1
32,self-employed,divorced,tertiary,no,3695.0,yes,no,cellular,15,may,34.0,1,353.0,3.0,other,1
30,management,single,tertiary,no,720.0,no,no,cellular,15,jan,1265.0,4,210.0,4.0,other,2
30,technician,married,secondary,no,239.0,yes,no,cellular,21,nov,302.0,2,95.0,8.0,failure,1
34,admin.,married,secondary,no,50.0,yes,no,cellular,2,feb,173.0,1,258.0,2.0,failure,1
30,blue-collar,married,primary,no,5.0,no,no,cellular,23,dec,282.0,1,203.0,1.0,success,2
52,services,divorced,secondary,no,12.0,yes,no,cellular,6,may,78.0,1,170.0,1.0,failure,1
39,blue-collar,married,secondary,no,0.0,yes,no,cellular,7,may,502.0,1,7.0,2.0,failure,1
58,management,married,tertiary,no,0.0,yes,no,cellular,18,nov,265.0,1,188.0,1.0,failure,1
31,technician,married,tertiary,no,3338.0,yes,no,cellular,24,jun,122.0,2,185.0,2.0,success,1
36,management,single,tertiary,no,688.0,no,no,cellular,2,jun,126.0,1,120.0,1.0,failure,1
48,blue-collar,divorced,secondary,yes,-535.0,yes,no,cellular,2,feb,115.0,2,187.0,2.0,failure,1
52,technician,married,unknown,no,370.0,yes,no,cellular,28,jan,144.0,1,197.0,2.0,failure,1
41,blue-collar,single,primary,no,3237.0,no,no,cellular,14,may,240.0,3,363.0,4.0,other,1
35,blue-collar,married,unknown,no,-465.0,no,no,cellular,12,may,158.0,1,351.0,1.0,failure,1
29,student,single,secondary,no,67.0,no,no,cellular,23,feb,211.0,1,187.0,5.0,success,2
39,admin.,married,secondary,no,3047.0,yes,no,cellular,11,may,279.0,1,370.0,2.0,failure,1
29,admin.,single,secondary,no,25.0,yes,no,cellular,14,may,244.0,1,343.0,2.0,failure,1
37,technician,married,secondary,no,494.0,yes,no,cellular,2,feb,247.0,2,269.0,3.0,failure,1
48,services,married,secondary,no,440.0,yes,no,cellular,20,apr,611.0,1,312.0,1.0,failure,1
32,management,single,tertiary,no,354.0,no,no,cellular,4,mar,177.0,2,133.0,5.0,other,2
55,management,divorced,tertiary,no,2383.0,no,no,cellular,5,aug,1019.0,2,63.0,2.0,success,2
35,management,single,tertiary,no,1891.0,yes,no,cellular,3,feb,188.0,3,270.0,5.0,failure,1
28,technician,married,secondary,no,448.0,yes,no,cellular,11,may,188.0,2,346.0,3.0,other,1
59,self-employed,married,tertiary,no,6237.0,yes,no,cellular,8,may,63.0,1,169.0,2.0,failure,1
56,blue-collar,married,primary,no,828.0,yes,no,cellular,14,may,214.0,1,349.0,1.0,failure,1
38,management,married,tertiary,no,494.0,no,no,cellular,17,nov,146.0,1,104.0,2.0,other,1
48,technician,single,secondary,no,1245.0,no,no,cellular,13,oct,169.0,1,134.0,1.0,other,1
52,technician,married,unknown,no,9687.0,yes,no,cellular,19,nov,222.0,3,174.0,1.0,failure,1
35,admin.,single,secondary,no,181.0,yes,no,cellular,18,may,217.0,4,301.0,1.0,failure,1
61,admin.,divorced,tertiary,no,89.0,no,no,cellular,24,nov,141.0,2,95.0,2.0,other,1
42,blue-collar,divorced,secondary,no,1491.0,yes,no,cellular,6,may,203.0,2,334.0,2.0,failure,1
61,retired,divorced,secondary,no,4243.0,no,no,cellular,30,apr,315.0,1,182.0,2.0,success,2
34,unemployed,single,tertiary,no,1974.0,no,no,cellular,22,jul,355.0,1,342.0,3.0,success,2
40,admin.,single,secondary,no,1200.0,yes,no,cellular,21,nov,163.0,2,156.0,8.0,failure,1
41,blue-collar,married,unknown,no,402.0,yes,no,cellular,4,feb,604.0,1,204.0,2.0,failure,1
29,management,married,tertiary,no,246.0,yes,no,cellular,29,jan,61.0,1,265.0,1.0,failure,1
38,unemployed,married,primary,no,7005.0,yes,no,cellular,7,jul,370.0,1,412.0,1.0,failure,2
47,services,married,unknown,no,12839.0,yes,no,cellular,7,may,50.0,1,171.0,4.0,failure,1
48,admin.,divorced,secondary,no,-480.0,no,no,cellular,18,may,380.0,2,355.0,1.0,failure,1
37,technician,married,secondary,no,474.0,yes,no,cellular,14,apr,85.0,1,322.0,1.0,failure,1
31,blue-collar,married,primary,no,1127.0,yes,no,telephone,13,may,43.0,1,349.0,1.0,failure,1
32,management,single,tertiary,no,473.0,yes,no,cellular,11,may,72.0,2,361.0,1.0,other,1
42,admin.,single,secondary,no,-247.0,yes,yes,telephone,21,oct,519.0,1,166.0,1.0,other,2
59,admin.,married,secondary,no,3735.0,no,no,cellular,17,jun,243.0,3,91.0,6.0,success,2
23,student,single,secondary,no,2530.0,yes,no,cellular,18,may,194.0,3,364.0,3.0,other,1
37,services,married,secondary,no,4954.0,yes,no,cellular,14,may,290.0,4,356.0,3.0,other,1
35,services,married,secondary,no,1659.0,yes,no,cellular,3,feb,149.0,3,215.0,1.0,failure,1
37,blue-collar,married,secondary,no,342.0,yes,no,cellular,12,may,340.0,2,175.0,1.0,failure,1
33,management,single,tertiary,no,224.0,no,no,cellular,23,sep,409.0,2,92.0,4.0,success,2
45,blue-collar,married,primary,no,503.0,yes,no,cellular,11,may,313.0,1,369.0,2.0,failure,1
58,admin.,married,secondary,no,169.0,no,no,cellular,15,feb,216.0,1,91.0,4.0,success,2
39,management,single,tertiary,no,0.0,yes,no,cellular,12,may,561.0,4,369.0,3.0,failure,1
56,blue-collar,married,primary,no,1137.0,no,no,telephone,12,oct,99.0,3,102.0,1.0,success,1
52,management,married,primary,no,98.0,yes,no,cellular,17,apr,402.0,1,345.0,2.0,failure,1
25,student,single,secondary,no,679.0,no,no,cellular,25,oct,297.0,5,94.0,6.0,other,2
50,technician,married,secondary,no,2497.0,yes,no,cellular,21,nov,35.0,1,176.0,1.0,failure,1
44,unemployed,married,secondary,no,0.0,yes,no,cellular,17,nov,58.0,1,195.0,2.0,failure,1
32,management,single,tertiary,no,4262.0,yes,no,cellular,20,apr,246.0,1,152.0,1.0,failure,1
28,admin.,single,tertiary,no,373.0,yes,no,cellular,14,aug,78.0,1,79.0,4.0,other,1
35,self-employed,married,tertiary,no,980.0,no,no,cellular,2,aug,428.0,2,336.0,6.0,failure,1
28,student,single,secondary,no,1925.0,no,no,cellular,20,aug,147.0,1,90.0,1.0,failure,1
23,blue-collar,single,primary,no,3198.0,yes,no,cellular,15,may,224.0,1,352.0,2.0,failure,1
54,self-employed,married,primary,no,277.0,yes,no,cellular,19,nov,300.0,5,170.0,3.0,failure,1
43,self-employed,married,secondary,no,5704.0,yes,no,cellular,20,nov,154.0,3,106.0,2.0,failure,1
46,management,single,tertiary,no,6651.0,no,no,cellular,22,may,114.0,1,60.0,1.0,failure,1
54,technician,married,secondary,no,65.0,no,no,cellular,28,may,309.0,4,93.0,4.0,failure,1
40,services,married,secondary,no,2843.0,yes,no,cellular,20,apr,223.0,1,305.0,1.0,success,1
54,self-employed,married,tertiary,no,368.0,no,no,cellular,18,nov,74.0,2,110.0,4.0,failure,1
33,blue-collar,married,primary,no,1903.0,yes,no,cellular,21,nov,337.0,2,182.0,3.0,failure,1
47,self-employed,divorced,secondary,no,8515.0,yes,no,unknown,20,nov,14.0,7,112.0,4.0,other,1
38,blue-collar,divorced,primary,no,-258.0,yes,no,cellular,14,may,134.0,2,370.0,4.0,other,1
50,blue-collar,married,primary,no,0.0,no,no,cellular,21,nov,281.0,2,191.0,2.0,failure,1
35,admin.,single,secondary,no,1810.0,yes,no,cellular,25,aug,52.0,2,92.0,2.0,failure,1
36,technician,single,secondary,no,539.0,yes,no,cellular,27,aug,398.0,2,477.0,1.0,failure,2
39,technician,married,secondary,no,994.0,no,no,cellular,5,feb,221.0,1,241.0,1.0,failure,1
33,admin.,married,tertiary,no,882.0,no,no,telephone,21,oct,39.0,1,151.0,3.0,failure,1
37,blue-collar,married,secondary,no,-100.0,yes,no,cellular,18,may,108.0,2,349.0,2.0,failure,1
61,housemaid,married,primary,no,182.0,no,no,cellular,9,nov,335.0,1,92.0,13.0,failure,1
32,technician,married,secondary,no,3271.0,no,no,cellular,12,feb,375.0,1,374.0,1.0,other,2
47,blue-collar,married,secondary,no,2548.0,yes,no,cellular,11,may,577.0,1,368.0,1.0,other,1
43,technician,married,tertiary,no,591.0,yes,no,cellular,12,may,123.0,4,277.0,2.0,failure,1
63,retired,married,tertiary,no,4692.0,yes,no,cellular,13,jul,88.0,1,181.0,2.0,failure,1
61,retired,married,secondary,no,1853.0,no,no,telephone,10,aug,520.0,1,181.0,2.0,success,2
46,blue-collar,married,primary,no,676.0,yes,no,cellular,20,nov,825.0,6,174.0,4.0,failure,1
35,blue-collar,married,secondary,no,2926.0,yes,no,cellular,8,apr,182.0,1,292.0,25.0,failure,1
33,management,married,tertiary,no,663.0,yes,no,cellular,7,apr,381.0,1,243.0,4.0,failure,1
42,technician,divorced,secondary,no,2189.0,no,no,cellular,16,apr,67.0,5,149.0,2.0,other,1
52,management,married,tertiary,no,0.0,yes,no,cellular,3,feb,790.0,1,249.0,1.0,failure,1
30,services,married,secondary,no,2212.0,yes,no,telephone,30,jan,41.0,1,249.0,2.0,other,1
38,blue-collar,single,secondary,no,13156.0,yes,no,cellular,17,apr,291.0,4,331.0,1.0,failure,1
77,retired,married,secondary,no,4112.0,no,no,telephone,29,jul,426.0,1,184.0,3.0,success,2
58,management,married,secondary,no,2155.0,no,yes,cellular,10,feb,135.0,2,92.0,5.0,success,2
28,services,single,secondary,no,430.0,yes,no,cellular,8,may,158.0,2,350.0,2.0,failure,1
19,student,single,secondary,no,424.0,no,no,cellular,30,jun,121.0,3,195.0,2.0,other,1
30,management,married,tertiary,no,451.0,no,no,cellular,5,may,173.0,1,274.0,3.0,failure,1
60,retired,married,secondary,no,8332.0,no,no,cellular,16,mar,279.0,1,194.0,7.0,other,2
30,technician,single,secondary,no,728.0,yes,no,cellular,5,feb,393.0,1,261.0,1.0,other,1
23,unemployed,single,secondary,no,-503.0,yes,no,cellular,5,may,92.0,1,342.0,4.0,other,1
53,technician,married,tertiary,no,2557.0,no,no,cellular,29,jul,95.0,4,182.0,7.0,success,1
43,unemployed,married,unknown,no,970.0,yes,no,telephone,1,sep,513.0,13,288.0,11.0,failure,1
28,services,single,tertiary,no,128.0,no,no,cellular,27,may,460.0,1,414.0,1.0,failure,2
57,retired,married,secondary,no,1044.0,no,no,telephone,12,jul,567.0,1,182.0,3.0,success,2
51,technician,married,tertiary,no,0.0,no,no,cellular,7,may,662.0,2,66.0,2.0,success,2
32,services,married,secondary,no,11512.0,yes,no,cellular,20,nov,301.0,1,183.0,1.0,failure,1
55,blue-collar,married,primary,no,-219.0,yes,no,telephone,14,may,427.0,2,364.0,4.0,failure,1
39,technician,single,secondary,no,-529.0,yes,no,cellular,15,may,22.0,8,175.0,5.0,failure,1
32,management,single,tertiary,no,2016.0,no,no,cellular,13,apr,232.0,1,348.0,1.0,success,2
34,management,married,tertiary,no,1433.0,no,no,cellular,20,nov,111.0,3,104.0,3.0,failure,1
43,management,married,tertiary,no,5670.0,yes,no,cellular,20,nov,43.0,4,189.0,2.0,failure,1
38,management,married,tertiary,no,536.0,yes,no,cellular,22,oct,234.0,1,92.0,1.0,success,2
56,management,married,tertiary,no,935.0,yes,no,cellular,8,may,209.0,2,172.0,1.0,failure,1
48,services,married,secondary,no,2877.0,yes,no,cellular,18,nov,77.0,1,168.0,1.0,failure,1
38,technician,married,tertiary,no,88.0,no,no,cellular,8,nov,282.0,2,186.0,4.0,success,2
54,technician,married,secondary,no,0.0,no,no,telephone,14,aug,159.0,2,106.0,6.0,success,1
38,self-employed,married,tertiary,no,2084.0,yes,no,cellular,16,apr,71.0,2,330.0,2.0,failure,1
44,entrepreneur,married,tertiary,no,121.0,no,no,cellular,9,nov,248.0,1,91.0,1.0,success,2
57,management,married,secondary,no,1502.0,no,no,telephone,17,nov,340.0,2,109.0,11.0,failure,1
41,blue-collar,married,primary,no,-692.0,yes,no,cellular,16,apr,370.0,3,282.0,2.0,failure,1
47,self-employed,married,tertiary,no,2303.0,yes,no,cellular,6,may,323.0,2,364.0,1.0,failure,1
57,technician,married,tertiary,no,1181.0,no,no,cellular,29,jul,169.0,2,182.0,2.0,success,2
53,retired,married,tertiary,no,2269.0,no,no,cellular,17,nov,1091.0,2,150.0,1.0,success,2
34,admin.,married,secondary,no,4902.0,yes,no,cellular,6,may,59.0,1,167.0,1.0,failure,1
44,management,divorced,tertiary,no,36.0,no,no,cellular,26,oct,127.0,2,153.0,3.0,failure,1
41,blue-collar,divorced,primary,no,320.0,yes,no,cellular,2,feb,844.0,2,252.0,1.0,failure,1
40,services,married,secondary,no,695.0,yes,no,cellular,11,may,270.0,1,348.0,10.0,failure,1
37,technician,married,secondary,no,195.0,yes,no,cellular,18,nov,68.0,1,194.0,2.0,failure,1
50,housemaid,single,primary,no,1158.0,yes,no,cellular,3,feb,116.0,3,265.0,3.0,failure,1
70,retired,married,primary,no,2795.0,no,no,cellular,8,jul,480.0,1,181.0,2.0,success,2
39,blue-collar,married,secondary,no,20.0,yes,no,cellular,9,feb,686.0,5,279.0,1.0,failure,1
47,housemaid,single,secondary,no,17023.0,no,no,cellular,26,may,379.0,2,97.0,4.0,other,1
35,management,single,tertiary,no,747.0,no,no,cellular,23,feb,141.0,2,176.0,3.0,failure,1
40,technician,single,secondary,no,556.0,yes,no,cellular,17,apr,234.0,1,323.0,1.0,failure,1
35,unemployed,married,secondary,no,977.0,yes,no,cellular,4,may,52.0,4,91.0,1.0,other,1
38,blue-collar,married,secondary,no,117.0,yes,no,cellular,7,may,54.0,1,337.0,1.0,failure,1
32,management,single,tertiary,no,12607.0,no,no,cellular,14,aug,203.0,5,84.0,1.0,failure,1
35,services,married,unknown,no,1935.0,yes,no,cellular,17,apr,97.0,2,318.0,2.0,other,1
